department,service_request_type,status,closure_reason,local_area,channel,open_dt,close_dt,open_year,open_month,open_month_name,open_day_of_week,closure_days,is_closed
Dbl - Property Use Inspections,Noise On Private Property Case,Close,Insufficient Info,Grandview-Woodland,Web,2022-10-18 06:44:25-07:00,2022-10-18,2022,10,Oct,Tuesday,-1.0,True
311 Contact Centre,General Feedback Case,Close,Service Provided,,Web,2022-10-18 06:49:00-07:00,2022-10-18,2022,10,Oct,Tuesday,-1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Mount Pleasant,Web,2022-10-18 06:58:27-07:00,2022-10-18,2022,10,Oct,Tuesday,-1.0,True
Eng - Sanitation Services,Park Litter Can Case,Close,Service Provided,Grandview-Woodland,Phone,2022-10-18 07:10:38-07:00,2022-10-18,2022,10,Oct,Tuesday,-1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Victoria-Fraserview,Phone,2022-10-18 07:27:00-07:00,2022-10-24,2022,10,Oct,Tuesday,5.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,West End,Web,2022-10-18 07:35:00-07:00,2022-10-26,2022,10,Oct,Tuesday,7.0,True
Dbl - Animal Services,Dog Licence Case,Close,Service Provided,Fairview,Web,2022-10-18 07:54:16-07:00,2022-10-18,2022,10,Oct,Tuesday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,West End,Phone,2022-10-18 07:57:27-07:00,2022-10-20,2022,10,Oct,Tuesday,1.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Mount Pleasant,Mobile App,2022-10-18 08:09:31-07:00,2022-10-31,2022,10,Oct,Tuesday,12.0,True
Vpd - False Alarm Reduction Program,Security Alarm Permit (Revenue Services) Case,Close,Service Provided,Arbutus Ridge,Web,2022-10-28 08:42:54-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Downtown,Mobile App,2022-10-28 08:43:53-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Property Use Inspections,Private Property Concern Case,Close,Referred To Another Service Group,West End,Mobile App,2022-10-28 08:44:00-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Phone,2022-10-28 08:49:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - City Property Case,Close,Service Provided,Kitsilano,Mobile App,2022-10-28 08:54:00-07:00,2022-11-14,2022,10,Oct,Friday,16.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Downtown,Mobile App,2022-10-28 09:03:56-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Streets Operations,General Street Issues Case,Close,Issue Not Found Or Inaccessible,Downtown,Phone,2022-10-28 09:07:40-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-28 09:32:58-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Strathcona,Phone,2022-10-28 09:34:01-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Shaughnessy,Phone,2022-10-28 09:48:00-07:00,2022-11-02,2022,10,Oct,Friday,4.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Fairview,Web,2022-10-28 09:55:00-07:00,2022-11-08,2022,10,Oct,Friday,10.0,True
Eng - Waterworks Design,High Water Consumption Concern Case,Close,Service Provided,West Point Grey,Phone,2022-10-28 10:01:44-07:00,2022-11-09,2022,10,Oct,Friday,11.0,True
Eng - Sewer Operations,Sewer Backup Case,Close,Customer Unreachable,Marpole,Phone,2022-10-28 10:09:56-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,West End,Web,2022-10-28 10:11:00-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-10-28 10:14:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Kerrisdale,Phone,2022-10-28 10:16:00-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Hastings-Sunrise,Phone,2022-10-28 10:20:52-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sewer Operations,Preventative Maintenance Program Case,Close,Service Provided,Arbutus Ridge,Phone,2022-10-28 10:22:31-07:00,2022-11-15,2022,10,Oct,Friday,17.0,True
Eng - Traffic And Electrical Operations And Design,Pavement Marking Maintenance Case,Close,Further Action Has Been Planned,Strathcona,Phone,2022-10-28 10:26:34-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Victoria-Fraserview,Phone,2022-10-28 10:31:00-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Insufficient Info,Grandview-Woodland,Phone,2022-10-28 10:32:04-07:00,2022-10-30,2022,10,Oct,Friday,1.0,True
Fsc - Vacancy Tax,Empty Homes Tax Request Case,Close,Service Provided,Shaughnessy,Phone,2022-10-28 10:32:48-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Grandview-Woodland,Web,2022-10-28 10:33:00-07:00,2022-11-10,2022,10,Oct,Friday,12.0,True
Eng - Streets Operations,Sidewalk Repair Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-10-28 10:37:16-07:00,2022-11-02,2022,10,Oct,Friday,4.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Hastings-Sunrise,Phone,2022-10-28 10:38:50-07:00,2022-11-07,2022,10,Oct,Friday,9.0,True
Fsc - Utility Billing,Utility Billing Request Case,Close,Service Provided,Kensington-Cedar Cottage,Phone,2022-10-28 10:48:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Sanitation Services,Feces Clean Up Case,Close,Closed Automatically And Sent To Service Group,Downtown,Mobile App,2022-10-28 10:51:13-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Abandoned Mattress Case,Close,Service Provided,Renfrew-Collingwood,Phone,2022-10-28 10:55:39-07:00,2022-11-30,2022,10,Oct,Friday,32.0,True
Dbl - Animal Services,Dog Licence Case,Close,Service Provided,,Phone,2022-10-28 10:55:43-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Grandview-Woodland,Web,2022-10-28 11:06:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Waterworks Operations,Water Pressure Concern Case,Close,Service Provided,South Cambie,Phone,2022-10-28 11:07:45-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Streets Operations,Street Surface Water Flooding Case,Close,Issue Not Found Or Inaccessible,Kerrisdale,Phone,2022-10-28 11:08:00-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sanitation Services,Dead Animal Pick Up Case,Close,Service Provided,Sunset,Mobile App,2022-10-28 11:09:00-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Dbl - Animal Services,Dog Licence Case,Close,Service Provided,,Phone,2022-10-28 11:11:39-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Dunbar-Southlands,Web,2022-10-28 11:12:00-07:00,2022-11-17,2022,10,Oct,Friday,19.0,True
Eng - Waterworks Operations,Water Leak Case,Close,Service Provided,Oakridge,Phone,2022-10-28 11:12:27-07:00,2022-11-04,2022,10,Oct,Friday,6.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Oakridge,Web,2022-10-28 11:16:00-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Kitsilano,Phone,2022-10-28 11:17:00-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Issue Not Found Or Inaccessible,Renfrew-Collingwood,Phone,2022-10-28 11:31:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Marpole,Web,2022-10-28 11:33:20-07:00,2022-10-30,2022,10,Oct,Friday,1.0,True
Dbl - Animal Services,Animal Concern Case,Close,Dispatched To Crew,Killarney,Web,2022-10-28 11:34:59-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Utilities Management,External Utility Concern Case,Open,,Oakridge,Phone,2022-10-28 11:37:35-07:00,,2022,10,Oct,Friday,,False
Eng - Solid Waste Programs,Illegal Dumping Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-10-28 11:39:30-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Sunset,Web,2022-10-28 11:39:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Downtown,Mobile App,2022-10-28 11:51:47-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Concern Case,Close,Assigned To Inspector,Mount Pleasant,Phone,2022-10-28 11:53:25-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Concern Case,Close,Assigned To Inspector,Shaughnessy,Phone,2022-10-28 11:58:26-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Waterworks Design,High Water Consumption Concern Case,Close,Service Provided,Renfrew-Collingwood,Phone,2022-10-28 12:04:30-07:00,2022-11-29,2022,10,Oct,Friday,31.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Insufficient Info,West End,Web,2022-10-28 12:23:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Development And Major Projects Branch,Engineering Client Services Request Case,Close,Service Provided,West End,Phone,2022-10-28 12:32:00-07:00,2023-02-23,2022,10,Oct,Friday,117.0,True
Eng - Waterworks Design,High Water Consumption Concern Case,Close,Service Provided,Strathcona,Web,2022-10-28 12:37:45-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Streets Operations,Sidewalk Repair Case,Close,Service Provided,Renfrew-Collingwood,Phone,2022-10-28 12:39:34-07:00,2022-11-02,2022,10,Oct,Friday,4.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Riley Park,Web,2022-10-28 12:41:00-07:00,2022-11-02,2022,10,Oct,Friday,4.0,True
Eng - Sewers And Drainage Design,Sewer Drainage And Design Inquiry Case,Close,Service Provided,Grandview-Woodland,Phone,2022-10-28 12:42:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Strathcona,Web,2022-10-28 12:43:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Sanitation Services,Dead Animal Pick Up Case,Close,Issue Not Found Or Inaccessible,Strathcona,Web,2022-10-28 13:21:00-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-28 13:35:33-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Issue Not Found Or Inaccessible,Arbutus Ridge,Web,2022-10-28 13:37:46-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-28 13:46:51-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Sunset,Web,2022-10-28 13:57:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Downtown,Web,2022-10-28 13:58:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Fairview,Web,2022-10-28 14:01:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Sewer Operations,Sewer Maintenance Hole Concern Case,Close,Service Provided,Riley Park,Mobile App,2022-10-28 14:06:15-07:00,2022-11-10,2022,10,Oct,Friday,12.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,West Point Grey,Phone,2022-10-28 14:10:00-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-28 14:16:54-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Vfrs - Community Safety And Risk Reduction,Hoarding Request Case,Close,Assigned To Inspector,Strathcona,Web,2022-10-28 14:19:08-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sanitation Services,Green Bin Request Case,Close,Service Provided,Mount Pleasant,Phone,2022-10-28 14:19:54-07:00,2022-11-10,2022,10,Oct,Friday,12.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Strathcona,Mobile App,2022-10-28 14:24:18-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Insufficient Info,,Web,2022-10-28 14:33:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Insufficient Info,,Web,2022-10-28 14:35:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Vfrs - Community Safety And Risk Reduction,Hoarding Request Case,Close,Assigned To Inspector,Strathcona,Web,2022-10-28 14:37:47-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sanitation Services,Green Bin Request Case,Close,Reviewed And No Action Planned,Sunset,Web,2022-10-28 14:40:17-07:00,2022-11-14,2022,10,Oct,Friday,16.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-28 14:43:51-07:00,2022-10-28,2022,10,Oct,Friday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Oakridge,Chat,2022-10-28 14:46:00-07:00,2022-10-31,2022,10,Oct,Friday,2.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,Grandview-Woodland,Mobile App,2022-10-28 14:50:04-07:00,2022-11-01,2022,10,Oct,Friday,3.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,West Point Grey,Phone,2022-10-28 14:52:58-07:00,2022-11-15,2022,10,Oct,Friday,17.0,True
311 Contact Centre,Employee Feedback Case,Close,Referred To Another Service Group,Sunset,Phone,2022-09-29 11:03:24-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,,Web,2022-09-29 11:06:00-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-29 11:27:00-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Hastings-Sunrise,Web,2022-09-29 11:48:56-07:00,2022-10-02,2022,9,Sep,Thursday,2.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Arbutus Ridge,Web,2022-09-29 11:50:19-07:00,2022-10-02,2022,9,Sep,Thursday,2.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-09-29 11:50:00-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
311 Contact Centre,City Services Feedback Case,Close,Further Action Has Been Planned,Kitsilano,Phone,2022-09-29 11:53:51-07:00,2022-10-06,2022,9,Sep,Thursday,6.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Downtown,Mobile App,2022-09-29 12:01:43-07:00,2022-12-02,2022,9,Sep,Thursday,63.0,True
Dbl - Building Review Branch,Vancouver Building Bylaw Inquiry Case,Close,Service Provided,,Web,2022-09-29 12:02:49-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Dbl - Animal Services,Lost Pets Case,Close,Service Provided,Marpole,Web,2022-09-29 12:16:47-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
311 Contact Centre,Employee Feedback Case,Close,Referred To Another Service Group,Kitsilano,Phone,2022-09-29 12:19:47-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Kerrisdale,Phone,2022-09-29 12:29:43-07:00,2022-10-05,2022,9,Sep,Thursday,5.0,True
Eng - Streets Operations,Vegetation Encroachment Of City Property Case,Close,Service Provided,Oakridge,Phone,2022-09-29 12:38:00-07:00,2022-10-05,2022,9,Sep,Thursday,5.0,True
Accs - Social Policy,Needle Clean Up Case,Close,Closed Automatically And Sent To Service Group,Mount Pleasant,Mobile App,2022-09-29 12:41:00-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
311 Contact Centre,City Services Feedback Case,Close,Service Provided,Hastings-Sunrise,Phone,2022-09-29 13:00:01-07:00,2022-12-13,2022,9,Sep,Thursday,74.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Arbutus Ridge,Web,2022-09-29 13:14:00-07:00,2022-10-14,2022,9,Sep,Thursday,14.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Strathcona,Phone,2022-09-29 13:22:41-07:00,2023-01-23,2022,9,Sep,Thursday,115.0,True
Dbl - Animal Services,Dog Licence Case,Close,Service Provided,,Web,2022-09-29 13:30:12-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Killarney,Phone,2022-09-29 13:33:33-07:00,2022-10-06,2022,9,Sep,Thursday,6.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Mount Pleasant,Web,2022-09-29 13:40:00-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
Eng - Sanitation Services,Abandoned Mattress Case,Close,Issue Not Found Or Inaccessible,Strathcona,Mobile App,2022-09-29 13:53:38-07:00,2022-10-21,2022,9,Sep,Thursday,21.0,True
Pr - Park Operations,Park Facility Maintenance Request,Close,Referred To Another Service Group,,Web,2022-09-29 13:54:00-07:00,2022-09-30,2022,9,Sep,Thursday,0.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Marpole,Web,2022-09-29 13:58:00-07:00,2022-10-05,2022,9,Sep,Thursday,5.0,True
Eng - Sanitation Services,Loose Litter Clean Up Case,Close,Closed Automatically And Sent To Service Group,Renfrew-Collingwood,Mobile App,2022-09-29 14:01:06-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Strathcona,Phone,2022-09-29 14:02:23-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Concern Case,Close,Assigned To Inspector,Sunset,Phone,2022-09-29 14:04:23-07:00,2022-09-29,2022,9,Sep,Thursday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Sunset,Web,2022-09-29 14:08:00-07:00,2022-10-04,2022,9,Sep,Thursday,4.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Reviewed And No Action Planned,Kensington-Cedar Cottage,Phone,2022-09-29 14:10:49-07:00,2022-10-11,2022,9,Sep,Thursday,11.0,True
Eng - Transportation Planning,Transportation Planning Inquiry Case,Close,Further Action Has Been Planned,Marpole,Phone,2022-09-29 14:13:22-07:00,2023-01-30,2022,9,Sep,Thursday,122.0,True
Eng - Streets Operations,Sidewalk Repair Case,Close,Service Provided,West Point Grey,Phone,2022-09-29 14:13:31-07:00,2022-10-06,2022,9,Sep,Thursday,6.0,True
